Species	Group	TaxID	Source
Epibryon_bryophilum	Fungi	1206335	accession_api
Epibryon_interlamellare	Fungi	1206340	accession_api
Epibryon_turfosorum	Fungi	1206344	accession_api
Epichloe_festucae_Fl1	Fungi	877507	accession_api
Epicoccum_nigrum	Fungi	105696	accession_api
Epiperipatus_broadwayi	Metazoa	2448278	accession_api
Epiperipatus_sp._CB-2018_/_Epiperipatus_sp._(Panama)_MCZ-141126	Metazoa	2497346	metazoa_metadata
Epiperipatus_trinidadensis	Metazoa	2448280	metazoa_metadata
Epiperipatus_vagans	Metazoa	2448281	metazoa_metadata
Epithele_typhae	Fungi	378194	accession_api
Eptatretus_burgeri	Metazoa	7764	accession_api
Eragrostis_curvula	angiosperms	38414	accession_api
Ercolania_boodleae	Metazoa	2720088	metazoa_metadata
Eremomyces_bilateralis_CBS_781.70	Fungi	1392243	accession_api
Eremothecium_cymbalariae_DBVPG#7215	Fungi	931890	accession_api
Eremothecium_gossypii_ATCC_10895	Fungi	284811	accession_api
Eremothecium_sinecaudum	Fungi	45286	accession_api
Erigeron_canadensis	angiosperms	72917	accession_api
Eriocheir_sinensis	Metazoa	95602	accession_api
Ero_leonina	Metazoa	1506261	metazoa_metadata
Erpetoichthys_calabaricus	Metazoa	27687	accession_api
Eruca_vesicaria	angiosperms	29727	accession_api
Erysiphe_necator	Fungi	52586	accession_api
Erysiphe_neolycopersici	Fungi	212602	accession_api
Erysiphe_pulchra	Fungi	225359	accession_api
Erythranthe_guttata	angiosperms	4155	accession_api
Erythranthe_nasuta	angiosperms	4158	accession_api
Erythranthe_tilingii	angiosperms	4161	accession_api
Erythrolobus_australicus	Rhodophyta	1077150	name_search_full_name
Erythrolobus_madagascarensis	Rhodophyta	708628	name_search_full_name
Erythroxylum_novogranatense	angiosperms	1862640	accession_api
Escallonia_herrerae	angiosperms	1293975	accession_api
Escallonia_rubra	angiosperms	112253	accession_api
Esox_lucius	Metazoa	8010	accession_api
Eubranchus_rustyus	Metazoa	763125	metazoa_metadata
Eucalyptus_globulus	angiosperms	34317	accession_api
Eucalyptus_grandis	angiosperms	71139	accession_api
Eucheuma_denticulatum	Rhodophyta	305493	name_search_full_name
Euchromadora_sp._MIHIF	Metazoa	2490274	metazoa_metadata
Eucyclops_serrulatus	Metazoa	84317	metazoa_metadata
Eudigraphis_taiwanensis	Metazoa	1816489	metazoa_metadata
Eudigraphis_takakuwai	Metazoa	1366109	metazoa_metadata
Eukoenenia_zariquieyi	Metazoa	129188	metazoa_metadata
Eukrohnia_hamata	Metazoa	58920	metazoa_metadata
Eulimnadia_sp._MCZ_IZ_50085	Metazoa	1930639	metazoa_metadata
Euperipatoides_rowelli	Metazoa	49087	accession_api
Euphausia_pacifica	Metazoa	102976	metazoa_metadata
Euphorbia_lathyris	angiosperms	212925	accession_api
Euphorbia_peplus	angiosperms	38846	accession_api
Eurytemora_affinis	Metazoa	88015	accession_api
Eusergestes_similis	Metazoa	2841602	metazoa_metadata
Eutrema_salsugineum	angiosperms	72664	accession_api
Evadne_cf._nordmanni_MCZ_IZ_68046	Metazoa	1930655	metazoa_metadata
Exidia_glandulosa_HHB12029	Fungi	1314781	accession_api
Exobasidium_rhododendri	Fungi	63378	accession_api
Exophiala_aquamarina_CBS_119918	Fungi	1182545	accession_api
Exophiala_bonariae	Fungi	1690606	accession_api
Exophiala_dermatitidis_NIH/UT8656	Fungi	858893	name_search_full_name
Exophiala_mesophila	Fungi	212818	accession_api
Exophiala_oligosperma	Fungi	215243	accession_api
Exophiala_sideris	Fungi	1016849	accession_api
Exophiala_spinifera	Fungi	91928	accession_api
Exophiala_viscosa	Fungi	2486360	accession_api
Exophiala_xenobiotica	Fungi	348802	accession_api
Exserohilum_turcica_Et28A	Fungi	671987	accession_api
Extremus_antarcticus	Fungi	702011	accession_api
FWG001	Asgard		unresolved
FWG016	Asgard		unresolved
FWG037	Asgard		unresolved
FWG038	Asgard		unresolved
FWG135	Asgard		unresolved
FWG136	Asgard		unresolved
FWG137	Asgard		unresolved
FWG138	Asgard		unresolved
FWG139	Asgard		unresolved
FWG140	Asgard		unresolved
FWG166	Asgard		unresolved
FWG169	Asgard		unresolved
Fagus_crenata	angiosperms	28929	accession_api
Falcidens_caudatus	Metazoa	2049293	metazoa_metadata
Falcidens_sagittiferus	Metazoa	2136975	metazoa_metadata
Favolaschia_claudopus	Fungi	2862362	accession_api
Fenneropenaeus_chinensis	Metazoa	139456	accession_api
Festuca_glaucescens	angiosperms	89681	accession_api
Fibroporia_radiculosa	Fungi	599839	accession_api
Filientomon_takanawanum	Metazoa	533279	metazoa_metadata
Filobasidium_floriforme	Fungi	5210	accession_api
Fimicolochytrium_jonesii	Fungi	1396493	accession_api
Fissiphallius_martensi	Metazoa	1955530	metazoa_metadata
Fissurella_natalensis	Metazoa	2497952	metazoa_metadata
Fistulina_hepatica_ATCC_64428	Fungi	1128425	accession_api
Flabegraviera_mundata	Metazoa	2507406	metazoa_metadata
Flaccisagitta_hexaptera	Metazoa	1562707	metazoa_metadata
Flammula_alnicola	Fungi	109635	accession_api
Flavoperla_sp._YW-2014	Metazoa	1471781	metazoa_metadata
Flavoplaca_austrocitrina	Fungi	522353	accession_api
Flavoplaca_citrina	Fungi	1301329	accession_api
Flavoplaca_limonia	Fungi	1498898	accession_api
Flavoplaca_navasiana	Fungi	1301335	accession_api
Flavoplaca_oasis	Fungi	1301336	accession_api
Flemingia_macrophylla	angiosperms	520843	accession_api
Folsomia_candida	Metazoa	158441	accession_api
Fomes_fomentarius	Fungi	40442	accession_api
Fomitiporia_mediterranea_MF3/22	Fungi	694068	name_search_full_name
Fomitopsis_betulina	Fungi	40450	accession_api
Fomitopsis_schrenkii	Fungi	2126942	accession_api
Fomitopsis_serialis	Fungi	139415	accession_api
Fonsecaea_erecta	Fungi	1367422	accession_api
Fonsecaea_monophora	Fungi	254056	accession_api
Fonsecaea_multimorphosa_CBS_102226	Fungi	1442371	accession_api
Fonsecaea_nubica	Fungi	856822	accession_api
Fonsecaea_pedrosoi_CBS_271.37	Fungi	1442368	accession_api
Fonticula_alba	Protists	691883	name_search_full_name
Forficula_auricularia	Metazoa	13068	accession_api
Forsythia_ovata	angiosperms	205694	accession_api
Fragaria_vesca	angiosperms	101020	accession_api
Fragilaria_crotonensis	Protists	210448	accession_api
Franciscideres_kalenesos	Metazoa	1415231	metazoa_metadata
Fraxinus_pennsylvanica	angiosperms	56036	accession_api
Fredericella_sultana	Metazoa	349672	metazoa_metadata
Friedmanniomyces_endolithicus	Fungi	329885	accession_api
Friedmanniomyces_simplex	Fungi	329884	accession_api
Fruticicola_(Koreanohadra)_kurodana	Metazoa	1738606	metazoa_metadata
Fulgogasparrea_decipioides	Fungi	1445002	accession_api
Fulvia_fulva	Fungi	5499	accession_api
Fumontana_deprehendor	Metazoa	476021	metazoa_metadata
Funneliformis_caledonium	Fungi	1117310	accession_api
Funneliformis_geosporum	Fungi	1117311	accession_api
Funneliformis_mosseae	Fungi	27381	accession_api
Furcellaria_lumbricalis	Rhodophyta	28020	name_search_full_name
Furculomyces_boomerangus	Fungi	61424	accession_api
Fusarium_acuminatum	Fungi	5515	accession_api
Fusarium_acutatum	Fungi	78861	accession_api
Fusarium_albosuccineum	Fungi	1237068	accession_api
Fusarium_ambrosium	Fungi	131363	accession_api
Fusarium_anthophilum	Fungi	48485	accession_api
Fusarium_austroafricanum	Fungi	2364996	accession_api
Fusarium_beomiforme	Fungi	44412	accession_api
Fusarium_bulbicola	Fungi	79018	accession_api
Fusarium_chlamydosporum	Fungi	86545	accession_api
Fusarium_chuoi	Fungi	2885761	accession_api
Fusarium_coffeatum	Fungi	231269	accession_api
Fusarium_coicis	Fungi	1567539	accession_api
Fusarium_culmorum	Fungi	5516	accession_api
Fusarium_decemcellulare	Fungi	57161	accession_api
Fusarium_denticulatum	Fungi	48507	accession_api
Fusarium_duplospermum	Fungi	1325734	accession_api
Fusarium_falciforme	Fungi	195108	accession_api
Fusarium_flagelliforme	Fungi	2675880	accession_api
Fusarium_floridanum	Fungi	1325733	accession_api
Fusarium_fujikuroi_IMI_58289	Fungi	1279085	accession_api
Fusarium_gaditjirri	Fungi	282569	accession_api
Fusarium_globosum	Fungi	78864	accession_api
Fusarium_graminearum_PH-1	Fungi	229533	name_search_full_name
Fusarium_graminearum_PH1	Fungi	229533	accession_api
Fusarium_graminum	Fungi	86546	accession_api
Fusarium_heterosporum	Fungi	42747	accession_api
Fusarium_irregulare	Fungi	2494466	accession_api
Fusarium_keratoplasticum	Fungi	1328300	accession_api
Fusarium_kuroshium	Fungi	2010991	accession_api
Fusarium_lateritium	Fungi	5523	accession_api
Fusarium_mangiferae	Fungi	192010	accession_api
Fusarium_mexicanum	Fungi	751941	accession_api
Fusarium_mundagurra	Fungi	1567541	accession_api
Fusarium_musae	Fungi	1042133	accession_api
Fusarium_napiforme	Fungi	42672	accession_api
Fusarium_nematophilum	Fungi	1053271	accession_api
Fusarium_odoratissimum_NRRL_54006	Fungi	1089451	accession_api
Fusarium_oligoseptatum	Fungi	2604345	accession_api
Fusarium_oxysporum_Fo47	Fungi	660027	accession_api
Fusarium_phalaenopsidis	Fungi	3417454	accession_api
Fusarium_phyllophilum	Fungi	47803	accession_api
Fusarium_poae	Fungi	36050	accession_api
Fusarium_proliferatum_ET1	Fungi	1227346	accession_api
Fusarium_pseudoanthophilum	Fungi	48495	accession_api
Fusarium_pseudocircinatum	Fungi	56676	accession_api
Fusarium_pseudograminearum_CS3096	Fungi	1028729	accession_api
Fusarium_redolens	Fungi	48865	accession_api
Fusarium_sambucinum	Fungi	5128	accession_api
Fusarium_sarcochroum	Fungi	1208366	accession_api
Fusarium_solani	Fungi	169388	accession_api
Fusarium_solani-melongenae	Fungi	2747967	name_search_full_name
Fusarium_solanimelongenae	Fungi	2747967	accession_api
Fusarium_subglutinans	Fungi	42677	accession_api
Fusarium_tjaetaba	Fungi	1567544	accession_api
Fusarium_torreyae	Fungi	1237075	accession_api
Fusarium_vanettenii_77-13-4	Fungi	660122	name_search_full_name
Fusarium_vanettenii_77134	Fungi	660122	accession_api
Fusarium_venenatum	Fungi	56646	accession_api
Fusarium_verticillioides_7600	Fungi	334819	accession_api
Fusarium_zealandicum	Fungi	1053134	accession_api
Gadila_tolmiei	Metazoa	1077242	metazoa_metadata
Gadus_morhua	Metazoa	8049	accession_api
Gaertneriomyces_semiglobifer	Fungi	109897	accession_api
Gaetice_depressus	Metazoa	156504	metazoa_metadata
Gaeumannomyces_avenae	Fungi	36778	accession_api
Gaeumannomyces_hyphopodioides	Fungi	1940676	accession_api
Gaeumannomyces_tritici_R3-111a-1	Fungi	644352	name_search_full_name
Gaeumannomyces_tritici_R3111a1	Fungi	644352	accession_api
Galdieria_partita	Rhodophyta	83374	accession_api
Galdieria_phlegrea	Rhodophyta	1389228	name_search_full_name
Galdieria_sulphuraria	Rhodophyta	130081	accession_api
Galdieria_yellowstonensis	Rhodophyta	3028027	accession_api
Galendromus_occidentalis	Metazoa	34638	accession_api
Galeodes_sp._JLF-2018	Metazoa	2126959	metazoa_metadata
Gallowayella_concinna	Fungi	3058863	accession_api
Gallowayella_weberi	Fungi	395029	accession_api
Gammarinema_sp._T79	Metazoa	2879816	metazoa_metadata
Gammarus_locusta	Metazoa	65426	metazoa_metadata
Gamsiella_multidivaricata	Fungi	101098	accession_api
Ganoderma_adspersum	Fungi	34456	accession_api
Ganoderma_sinense_ZZ0214-1	Fungi	1077348	name_search_full_name
Ganoderma_sinense_ZZ02141	Fungi	1077348	accession_api
Gastrolobium_bilobum	angiosperms	150636	accession_api
Gautieria_morchelliformis	Fungi	112417	accession_api
Gecarcinus_lateralis	Metazoa	6769	metazoa_metadata
Genlisea_aurea	angiosperms	192259	accession_api
Geocentrophora_applanata	Metazoa	1468192	metazoa_metadata
Geoglossum_simile	Fungi	1086352	accession_api
Geoglossum_umbratile	Fungi	315204	accession_api
Geoplana_quagga	Metazoa	934997	metazoa_metadata
Geopyxis_carbonaria	Fungi	49969	accession_api
Geosiphon_pyriformis	Fungi	50956	accession_api
Geosmithia_morbida	Fungi	1094350	accession_api
Geotrichum_bryndzae	Fungi	485427	accession_api
Geotrichum_candidum	Fungi	1173061	accession_api
Geotrichum_galactomycetum	Fungi	27317	accession_api
Geotrichum_reessii	Fungi	43985	accession_api
Geotrypetes_seraphini	Metazoa	260995	accession_api
Geranomyces_michiganensis	Fungi	1134077	accession_api
Geranomyces_variabilis	Fungi	109894	accession_api
Gerris_buenoi	Metazoa	56086	accession_api
Gigantopelta_aegis	Metazoa	1735272	accession_api
Gigaspora_margarita	Fungi	4874	accession_api
Gigaspora_rosea	Fungi	44941	accession_api
Gilbertella_persicaria	Fungi	101096	accession_api
Girardia_dorotocephala	Metazoa	135777	metazoa_metadata
Girardia_sp._n._ER-2019	Metazoa	2592332	metazoa_metadata
Glarea_lozoyensis_ATCC_20868	Fungi	1116229	accession_api
Glaucocystis_incrassata	Glaucophyta	1789788	name_search_full_name
Gleditsia_sinensis	angiosperms	66096	accession_api
Globisporangium_polare	Protists	1489738	accession_api
Globisporangium_splendens	Protists	82926	accession_api
Globomyces_pollinis-pini	Fungi	382532	name_search_full_name
Globomyces_pollinispini	Fungi	382532	accession_api
Gloeochaete_wittrockiana	Glaucophyta	38269	name_search_full_name
Gloeopeniophorella_convolvens	Fungi	205761	accession_api
Gloeophyllum_trabeum_ATCC_11539	Fungi	670483	accession_api
Glomeridella_minima	Metazoa	1173034	metazoa_metadata
Glomeridesmus_sp._MITS489	Metazoa	2099817	metazoa_metadata
Glomeris_maerens	Metazoa	2116692	accession_api
Glomus_cerebriforme	Fungi	658196	accession_api
Glonium_stellatum	Fungi	574774	accession_api
Glottidia_pyramidata	Metazoa	34515	metazoa_metadata
Glugoides_intestinalis	Fungi	174680	accession_api
Glutinoglossum_americanum	Fungi	1670608	accession_api
Glycine_max	angiosperms	3847	accession_api
Glycine_soja	angiosperms	3848	accession_api
Glyptonotus_antarcticus	Metazoa	104130	metazoa_metadata
Gnetum_montanum	gymnosperms	3381	name_search_full_name
Gnomoniopsis_smithogilvyi	Fungi	1191159	accession_api
Gnosonesimida_sp._IV_CEL-2015	Metazoa	1628690	metazoa_metadata
Godzilliognomus_frondosus	Metazoa	588423	metazoa_metadata
Golfingia_vulgaris	Metazoa	210797	metazoa_metadata
Golovinomyces_cichoracearum	Fungi	62708	accession_api
Gomphillus_americanus	Fungi	1940652	accession_api
Gonapodya_prolifera_JEL478	Fungi	1344416	accession_api
Gongronella_butleri	Fungi	101105	accession_api
Gonium_pectorale	chlorophyta	33097	accession_api
Gopherus_evgoodei	Metazoa	1825980	accession_api
Gordionus_montsenyensis	Metazoa	3053472	metazoa_metadata
Gordius_sp._KK-2019	Metazoa	2571181	metazoa_metadata
Gorgonomyces_haynaldii	Fungi	382530	accession_api
Gossypium_arboreum	angiosperms	29729	accession_api
Gossypium_aridum	angiosperms	34290	accession_api
Gossypium_armourianum	angiosperms	34283	accession_api
Gossypium_australe	angiosperms	47621	accession_api
Gossypium_darwinii	angiosperms	34276	accession_api
Gossypium_davidsonii	angiosperms	34287	accession_api
Gossypium_gossypioides	angiosperms	34282	accession_api
Gossypium_harknessii	angiosperms	34285	accession_api
Gossypium_hirsutum	angiosperms	3635	accession_api
Gossypium_klotzschianum	angiosperms	34286	accession_api
Gossypium_laxum	angiosperms	34288	accession_api
Gossypium_lobatum	angiosperms	34289	accession_api
Gossypium_raimondii	angiosperms	29730	accession_api
Gossypium_schwendimanii	angiosperms	34291	accession_api
Gossypium_stocksii	angiosperms	47602	accession_api
Gossypium_trilobum	angiosperms	34281	accession_api
Gracilaria_changii	Rhodophyta	2510791	name_search_full_name
Gracilaria_domingensis	Rhodophyta	172961	accession_api
Gracilariopsis_chorda	Rhodophyta	448386	accession_api
Grandidierella_japonica	Metazoa	429032	metazoa_metadata
Grapsus_albolineatus	Metazoa	156079	metazoa_metadata
Graptacme_eborea	Metazoa	55752	metazoa_metadata
Gregarina_niphandrodes	Protists	110365	accession_api
Griffithsia_okiensis	Rhodophyta	291168	name_search_full_name
Grosmannia_clavigera_kw1407	Fungi	655863	accession_api
Gryganskiella_cystojenkinii	Fungi	979690	accession_api
Gryllotalpa_sp._AD-2013	Metazoa	1323563	metazoa_metadata
Guadua_angustifolia	angiosperms	323898	accession_api
Guillardia_theta_CCMP2712	Protists	905079	accession_api
Gurleya_vavrai	Fungi	174688	accession_api
Guyanagaster_necrorhizus	Fungi	856835	accession_api
Gyalolechia_ehrenbergii	Fungi	1301418	accession_api
Gyalolechia_fulgens	Fungi	1301421	accession_api
Gyalolechia_gomerana	Fungi	1301422	accession_api
Gyalolechia_marmorata	Fungi	1301611	accession_api
Gymnobisium_sp._MCZ_139238	Metazoa	2590512	metazoa_metadata
Gymnomenia_pellucida	Metazoa	1918950	metazoa_metadata
Gymnopilus_dilepis	Fungi	231916	accession_api
Gymnopus_androsaceus_JB14	Fungi	1447944	accession_api
Gymnopus_earleae	Fungi	236213	accession_api
Gypsophila_vaccaria	angiosperms	39387	accession_api
Gyrinus_marinus	Metazoa	1323538	metazoa_metadata
Gyrodon_lividus	Fungi	85971	accession_api
Habronattus_ustulatus	Metazoa	158281	metazoa_metadata
Haematococcus_lacustris	chlorophyta	44745	accession_api
Halenospora_varia	Fungi	394676	accession_api
Halice_quarta	Metazoa	2692165	metazoa_metadata
Halicephalobus_mephisto	Metazoa	2559892	accession_api
Halicephalobus_sp._NKZ332	Metazoa	2598192	metazoa_metadata
Halichoanolaimus_dolichurus	Metazoa	373650	metazoa_metadata
Halicryptus_spinulosus	Metazoa	160677	metazoa_metadata
Halocaridina_rubra	Metazoa	373956	accession_api
Halomonhystera_hermesi	Metazoa	1573192	metazoa_metadata
Halotydeus_destructor	Metazoa	2874060	accession_api
Halteromyces_radiatus	Fungi	101107	accession_api
Hamiltosporidium_magnivora	Fungi	148818	accession_api
Hamiltosporidium_tvaerminnensis	Fungi	1176355	accession_api
Haminoea_antillarum	Metazoa	163905	metazoa_metadata
Handroanthus_impetiginosus	angiosperms	429701	accession_api
Hanseniaspora_guilliermondii	Fungi	56406	accession_api
Hanseniaspora_menglaensis	Fungi	3081051	accession_api
Hanseniaspora_opuntiae	Fungi	211096	accession_api
Hanseniaspora_osmophila	Fungi	56408	accession_api
Hanseniaspora_uvarum	Fungi	29833	accession_api
Hanseniaspora_valbyensis	Fungi	53685	accession_api
Hanseniaspora_vineae	Fungi	56409	accession_api
Hanseniella_nivea	Metazoa	1820138	metazoa_metadata
Hanseniella_sp._RF-2016	Metazoa	1816491	metazoa_metadata
Haploglomeris_multistriata	Metazoa	1820151	metazoa_metadata
Haplosporangium_bisporale	Fungi	1897645	accession_api
Haplosporangium_gracile	Fungi	2779863	accession_api
Hapterophycus_canaliculatus	Protists	2567908	accession_api
Hartaetosiga_balthica	Protists	1194294	name_search_full_name
Hartaetosiga_gracilis	Protists	216892	name_search_full_name
Hebeloma_cylindrosporum	Fungi	76867	accession_api
Helgoeca_nana	Protists	530540	name_search_full_name
Helianthus_annuus	angiosperms	4232	accession_api
Helianthus_anomalus	angiosperms	73274	accession_api
Helianthus_debilis	angiosperms	74142	accession_api
Helicocarpus_griseus_UAMH5409	Fungi	1447875	accession_api
Helicorthomorpha_holstii	Metazoa	1325552	accession_api
Helicostylum_pulchrum	Fungi	562976	accession_api
Heliocybe_sulcata	Fungi	5364	accession_api
Heliosperma_pusillum	angiosperms	39905	accession_api
Helix_lucorum	Metazoa	31229	metazoa_metadata
Helluoherpia_aegiri	Metazoa	1541971	metazoa_metadata
Helobdella_robusta	Metazoa	6412	accession_api
Hemithiris_psittacea	Metazoa	763142	metazoa_metadata
Henckelia_pumila	angiosperms	405737	accession_api
Henia_brevis	Metazoa	1816497	metazoa_metadata
Henia_illyrica	Metazoa	1428161	metazoa_metadata
Henningerozyma_blattae_CBS_6284	Fungi	1071380	accession_api
