Species	Group	TaxID	TaxName	superkingdom	kingdom	phylum	class	order	family	genus
Ensete_ventricosum	angiosperms	4639	Ensete ventricosum	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Ensete
Enteropsectra_breve	Fungi	1912989	Enteropsectra breve	Eukaryota	Fungi	Microsporidia				Enteropsectra
Enterospora_canceri	Fungi	1081671	Enterospora canceri	Eukaryota	Fungi	Microsporidia			Enterocytozoonidae	Enterospora
Entomophthora_muscae	Fungi	34485	Entomophthora muscae	Eukaryota	Fungi	Entomophthoromycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora
Entomortierella_beljakovae	Fungi	979673	Entomortierella beljakovae	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
Entomortierella_chlamydospora	Fungi	101097	Entomortierella chlamydospora	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
Entomortierella_lignicola	Fungi	979712	Entomortierella lignicola	Eukaryota	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella
Entonomenia_tricarinata	Metazoa	1541969	Entonomenia tricarinata	Eukaryota	Metazoa	Mollusca	Solenogastres	Cavibelonia	Rhopalomeniidae	Entonomenia
Entophlyctis_helioformis	Fungi	281842	Entophlyctis helioformis	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Entophlyctis
Entophlyctis_luteolus	Fungi	109932	Entophlyctis luteolus	Eukaryota	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Entophlyctis
Eoacmaea_pustulata	Metazoa	2494650	Eoacmaea pustulata	Eukaryota	Metazoa	Mollusca	Gastropoda		Eoacmaeidae	Eoacmaea
Eocyzicus_sp._MCZ_IZ_50104	Metazoa	1930652	Eocyzicus sp. MCZ IZ 50104	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Eocyzicidae	Eocyzicus
Eoleptestheria_cf._ticinensis_MCZ_IZ_50108	Metazoa	1930653	Eoleptestheria cf. ticinensis MCZ IZ 50108	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Leptestheriidae	Eoleptestheria
Eoperipatus_totoro	Metazoa	1385931	Eoperipatus totoro	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatidae	Eoperipatus
Eosentomon_sakura	Metazoa	289450	Eosentomon sakura	Eukaryota	Metazoa	Arthropoda	Protura	Eosentomata	Eosentomidae	Eosentomon
Ephemerocybe_angulata	Fungi	980116	Ephemerocybe angulata	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Ephemerocybe
Ephydatia_muelleri	Metazoa	6052	Ephydatia muelleri	Eukaryota	Metazoa	Porifera	Demospongiae	Spongillida	Spongillidae	Ephydatia
Epibryon_bryophilum	Fungi	1206335	Epibryon bryophilum	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Epibryaceae	Epibryon
Epibryon_interlamellare	Fungi	1206340	Epibryon interlamellare	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Epibryaceae	Epibryon
Epibryon_turfosorum	Fungi	1206344	Epibryon turfosorum	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Epibryaceae	Epibryon
Epichloe_festucae_Fl1	Fungi	877507	Epichloe festucae Fl1	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Epichloe
Epicoccum_nigrum	Fungi	105696	Epicoccum nigrum	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum
Epiperipatus_broadwayi	Metazoa	2448278	Epiperipatus broadwayi	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatidae	Epiperipatus
Epiperipatus_sp._CB-2018_/_Epiperipatus_sp._(Panama)_MCZ-141126	Metazoa	2497346	Epiperipatus sp. CB-2018	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatidae	Epiperipatus
Epiperipatus_trinidadensis	Metazoa	2448280	Epiperipatus trinidadensis	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatidae	Epiperipatus
Epiperipatus_vagans	Metazoa	2448281	Epiperipatus vagans	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatidae	Epiperipatus
Epithele_typhae	Fungi	378194	Epithele typhae	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Epitheliaceae	Epithele
Eptatretus_burgeri	Metazoa	7764	Eptatretus burgeri	Eukaryota	Metazoa	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus
Eragrostis_curvula	angiosperms	38414	Eragrostis curvula	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis
Ercolania_boodleae	Metazoa	2720088	Ercolania boodleae	Eukaryota	Metazoa	Mollusca	Gastropoda		Limapontiidae	Ercolania
Eremomyces_bilateralis_CBS_781.70	Fungi	1392243	Eremomyces bilateralis CBS 781.70	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Eremomycetales	Eremomycetaceae	Eremomyces
Eremothecium_cymbalariae_DBVPG#7215	Fungi	931890	Eremothecium cymbalariae DBVPG#7215	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Eremothecium_gossypii_ATCC_10895	Fungi	284811	Eremothecium gossypii ATCC 10895	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Eremothecium_sinecaudum	Fungi	45286	Eremothecium sinecaudum	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium
Erigeron_canadensis	angiosperms	72917	Erigeron canadensis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron
Eriocheir_sinensis	Metazoa	95602	Eriocheir sinensis	Eukaryota	Metazoa	Arthropoda	Malacostraca	Decapoda	Varunidae	Eriocheir
Ero_leonina	Metazoa	1506261	Ero leonina	Eukaryota	Metazoa	Arthropoda	Arachnida	Araneae	Mimetidae	Ero
Erpetoichthys_calabaricus	Metazoa	27687	Erpetoichthys calabaricus	Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys
Eruca_vesicaria	angiosperms	29727	Eruca vesicaria subsp. sativa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Eruca
Erysiphe_necator	Fungi	52586	Erysiphe necator	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Erysiphe_neolycopersici	Fungi	212602	Erysiphe neolycopersici	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Erysiphe_pulchra	Fungi	225359	Erysiphe pulchra	Eukaryota	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe
Erythranthe_guttata	angiosperms	4155	Erythranthe guttata	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe
Erythranthe_nasuta	angiosperms	4158	Erythranthe nasuta	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe
Erythranthe_tilingii	angiosperms	4161	Erythranthe tilingii	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe
Erythrolobus_australicus	Rhodophyta	1077150	Erythrolobus australicus	Eukaryota		Rhodophyta	Bangiophyceae	Porphyridiales	Porphyridiaceae	Erythrolobus
Erythrolobus_madagascarensis	Rhodophyta	708628	Erythrolobus madagascarensis	Eukaryota		Rhodophyta	Bangiophyceae	Porphyridiales	Porphyridiaceae	Erythrolobus
Erythroxylum_novogranatense	angiosperms	1862640	Erythroxylum novogranatense	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Erythroxylaceae	Erythroxylum
Escallonia_herrerae	angiosperms	1293975	Escallonia herrerae	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Escalloniales	Escalloniaceae	Escallonia
Escallonia_rubra	angiosperms	112253	Escallonia rubra	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Escalloniales	Escalloniaceae	Escallonia
Esox_lucius	Metazoa	8010	Esox lucius	Eukaryota	Metazoa	Chordata	Actinopteri	Esociformes	Esocidae	Esox
Eubranchus_rustyus	Metazoa	763125	Eubranchus rustyus	Eukaryota	Metazoa	Mollusca	Gastropoda	Nudibranchia	Eubranchidae	Eubranchus
Eucalyptus_globulus	angiosperms	34317	Eucalyptus globulus	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus
Eucalyptus_grandis	angiosperms	71139	Eucalyptus grandis	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus
Eucheuma_denticulatum	Rhodophyta	305493	Eucheuma denticulatum	Eukaryota		Rhodophyta	Florideophyceae	Gigartinales	Solieriaceae	Eucheuma
Euchromadora_sp._MIHIF	Metazoa	2490274	Euchromadora sp. MIHIF	Eukaryota	Metazoa	Nematoda	Chromadorea	Chromadorida	Chromadoridae	Euchromadora
Eucyclops_serrulatus	Metazoa	84317	Eucyclops serrulatus	Eukaryota	Metazoa	Arthropoda	Copepoda	Cyclopoida	Cyclopidae	Eucyclops
Eudigraphis_taiwanensis	Metazoa	1816489	Eudigraphis taiwaniensis	Eukaryota	Metazoa	Arthropoda	Diplopoda	Polyxenida	Polyxenidae	Eudigraphis
Eudigraphis_takakuwai	Metazoa	1366109	Eudigraphis takakuwai	Eukaryota	Metazoa	Arthropoda	Diplopoda	Polyxenida	Polyxenidae	Eudigraphis
Eukoenenia_zariquieyi	Metazoa	129188	Eukoenenia	Eukaryota	Metazoa	Arthropoda	Arachnida	Palpigradi	Eukoeneniidae	
Eukrohnia_hamata	Metazoa	58920	Eukrohnia hamata	Eukaryota	Metazoa	Chaetognatha	Sagittoidea	Phragmophora	Eukrohniidae	Eukrohnia
Eulimnadia_sp._MCZ_IZ_50085	Metazoa	1930639	Eulimnadia sp. MCZ IZ 50085	Eukaryota	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Limnadiidae	Eulimnadia
Euperipatoides_rowelli	Metazoa	49087	Euperipatoides rowelli	Eukaryota	Metazoa	Onychophora	Udeonychophora	Euonychophora	Peripatopsidae	Euperipatoides
Euphausia_pacifica	Metazoa	102976	Euphausia pacifica	Eukaryota	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia
Euphorbia_lathyris	angiosperms	212925	Euphorbia lathyris	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
